customer_id,sum(purchase_amount)
8997,51.47
6648,51.53
4237,51.54
5223,51.57
7499,51.58
9341,51.67
8971,51.75
4779,51.79
1814,51.8
3649,51.91
1272,51.91
4034,51.93
5915,51.94
1285,52.01
7988,52.06
9167,52.06
2388,52.12
4666,52.17
719,52.28
5423,52.33
1562,52.38
9357,52.43
2791,52.45
8697,52.47
3345,52.51
7032,52.55
4831,52.64
466,52.7
1838,52.76
8706,52.81
373,52.81
9712,52.85
8709,52.85
1556,52.87
5414,52.88
3690,53.01
821,53.01
4498,53.13
6943,53.22
2242,53.29
6274,53.33
6424,53.37
2593,53.42
6011,53.54
8470,53.73
6454,53.77
3981,53.87
8023,53.94
8223,54.02
3077,54.04
9972,54.05
9988,54.09
3282,54.1
4486,54.12
6552,54.18
1021,54.3
7304,54.34
2912,54.42
956,54.5
1682,54.66
4402,54.73
9136,54.78
5929,54.8
6733,54.85
1041,54.96
6655,54.97
4791,55.01
9295,55.1
4348,55.18
3209,55.2
693,55.25
2850,55.26
6235,55.28
5524,55.29
5723,55.31
4084,55.34
3884,55.39
19,55.43
3416,55.43
8349,55.47
5353,55.5
5631,55.62
1131,55.67
547,55.78
1578,55.83
5976,55.86
5649,55.88
4075,55.89
5938,56.04
7576,56.05
7997,56.07000000000001
8030,56.09
8320,56.09
7367,56.12
7604,56.14
4131,56.18
6850,56.24
2163,56.31
6194,56.41
5757,56.5
4520,56.58
5040,56.59
335,56.61
2600,56.62
8815,56.76
6457,56.79
277,56.79
4789,56.85
9362,56.93
5537,56.96
7802,57.0
5464,57.0
2452,57.04
5021,57.08
8865,57.11
450,57.15
4290,57.17
9419,57.2
8202,57.25
6354,57.29
1134,57.29
6172,57.3
9562,57.32
4943,57.32
9591,57.33
6842,57.35
9906,57.42
7398,57.46
2488,57.47
2927,57.64
4215,57.66
3997,57.74
6205,57.76
946,57.79
1332,57.95
9078,57.97
5597,58.07
7036,58.12
9370,58.13
2856,58.2
7422,58.33
4859,58.34
7952,58.42
1037,58.52
2615,58.52
5100,58.65
6709,58.67
2580,58.8
6847,58.81
9321,58.81
9290,58.88
9717,59.05
3785,59.13
1464,59.15
4254,59.15
1618,59.17
918,59.17
1044,59.21
4907,59.38
8207,59.42
924,59.54
4089,59.55
7337,59.58
5920,59.61
2717,59.67
478,59.71
4546,59.74
1173,59.78
5371,59.8
925,59.81
3769,59.89
2495,59.9
22,59.91
5473,59.96
1915,59.96
3441,60.1
1421,60.1
1539,60.11
9034,60.17
5260,60.17
8065,60.19
5239,60.239999999999995
9634,60.38
3951,60.43
1389,60.53
5097,60.61
3699,60.66
5122,60.84
9794,60.86
9024,60.86
1197,60.91
526,61.01
3870,61.02
936,61.11
3794,61.15
56,61.19
5561,61.21
332,61.23
1898,61.25
3523,61.31
71,61.33
3767,61.51
7299,61.54
9155,61.6
1089,61.65
5149,61.66
7883,61.72
5804,61.77
6107,61.78
2360,61.78
2394,61.8
9017,61.81
2189,61.82
2203,61.84
2899,61.87
9008,61.9
1004,61.92
2513,61.93
5554,61.93
3358,61.95
1199,62.01
7664,62.01
1393,62.04
2176,62.07
7550,62.11
1014,62.13
4012,62.22
7793,62.26
745,62.28
8527,62.29
2681,62.47
2139,62.47
2900,62.56
8605,62.64
231,62.68
1704,62.769999999999996
4323,62.84
306,62.85
3896,62.88
9399,62.92
2048,63.04
6487,63.06
8136,63.07
8852,63.1
2669,63.34
2025,63.37
2246,63.370000000000005
6563,63.4
8842,63.4
4808,63.42
4704,63.42
803,63.53
2631,63.54
8256,63.58
6630,63.66
4956,63.66
1290,63.67
1881,63.699999999999996
8133,63.72
9449,63.78
5076,63.81
2570,63.82
2676,63.89
5956,63.91
3370,63.93
9980,64.04
7412,64.05
8965,64.16
4908,64.2
2185,64.23
3277,64.28
2112,64.28
8956,64.29
2045,64.32
7799,64.35
9414,64.44
4294,64.54
3549,64.56
521,64.6
9006,64.61
1830,64.68
7829,64.73
4344,64.75
4055,64.84
3466,64.87
8177,64.9
1149,64.98
8911,65.03
2883,65.03
433,65.07
9111,65.08
3117,65.09
9698,65.16
4407,65.25
8418,65.46
7467,65.48
3791,65.49
8558,65.52
4231,65.59
1977,65.6
9663,65.64
2078,65.72
9903,65.75
7076,65.89999999999999
5882,65.93
9568,65.98
4471,65.99
802,65.99000000000001
8756,66.03
8688,66.04
5057,66.05
7773,66.07
5442,66.1
4973,66.37
8890,66.38
8347,66.44
6222,66.5
8694,66.53
324,66.56
633,66.57
5777,66.66
8335,66.78
6837,66.85
3463,66.86
1213,66.86
2853,67.02
304,67.02
9226,67.21
6473,67.28
3056,67.47
6108,67.48
5807,67.48
8923,67.52
4503,67.52
1018,67.52
8707,67.53
620,67.54
7946,67.55
8435,67.67
4422,67.67
5365,67.87
457,68.0
4009,68.05
5134,68.07
1975,68.08
8019,68.08
5946,68.11
2,68.2
7414,68.24
8217,68.27
7788,68.29
6692,68.33
9221,68.33
5444,68.36
3220,68.44
9211,68.5
940,68.53
6889,68.56
9909,68.58
5645,68.58
6741,68.59
7637,68.65
2264,68.66
106,68.71
5293,68.71
8083,68.73
9626,68.76
1399,68.77
6593,68.8
8648,68.85
9063,68.89
1015,68.9
1011,68.92
1677,68.94
4804,69.02
3853,69.03
9261,69.06
1998,69.07
261,69.07
7689,69.2
1112,69.24
8476,69.3
2011,69.34
1902,69.35
5341,69.36
8600,69.36
396,69.42
5458,69.43
9496,69.44
2801,69.48
9518,69.49
7054,69.51
5039,69.52
8837,69.59
9957,69.62
5813,69.66
2625,69.69
7864,69.7
7826,69.73
2955,69.81
9207,69.83
8255,69.98
139,70.05
7061,70.09
919,70.14
8684,70.22
4309,70.23
2227,70.24
8574,70.28
5831,70.28
6732,70.42
3037,70.43
5950,70.43
8416,70.5
5364,70.57
6139,70.58
6715,70.58
1780,70.63
3088,70.64
6524,70.64
7677,70.65
9563,70.7
1588,70.73
291,70.73
4333,70.76
5095,70.78
9666,70.79
1983,70.83
8955,70.83
5214,70.86
7271,70.88
5000,70.89
2258,70.89
692,71.0
2818,71.0
6104,71.04
1935,71.14
3459,71.23
8378,71.30000000000001
6547,71.36
7037,71.47
880,71.47
5287,71.48
6785,71.5
703,71.52
8827,71.54
5683,71.57
9273,71.63
7081,71.64
3138,71.64
9022,71.66
1249,71.68
6637,71.69
980,71.84
1427,71.89
3128,71.89
339,71.9
1155,71.92
2501,72.01
7635,72.17
5171,72.18
9068,72.2
1714,72.21
6691,72.27
4768,72.33
5086,72.34
3494,72.38
9989,72.41
5135,72.43
2779,72.46
9109,72.47
434,72.59
6822,72.64
2871,72.67999999999999
514,72.68
9484,72.69
7169,72.71
7555,72.73
242,72.8
2778,72.84
2869,72.85
9516,72.96
2239,73.04
3535,73.05
9176,73.07000000000001
9293,73.12
2944,73.16
7391,73.17
6142,73.18
8935,73.2
1695,73.3
8457,73.32
9406,73.33
4420,73.44
9118,73.46
2400,73.46000000000001
1354,73.49
3731,73.54
7107,73.56
4663,73.57
1864,73.59
4216,73.62
9377,73.75
4790,73.84
8765,73.84
8873,73.86
3009,73.93
4780,74.02
5667,74.13
9555,74.17999999999999
8531,74.2
4735,74.22
9229,74.23
1370,74.33
7371,74.36
5242,74.4
9611,74.41
7994,74.44999999999999
105,74.47
8078,74.48
2290,74.49
8651,74.53
2190,74.55
3219,74.55
8055,74.61
1947,74.62
7916,74.62
1064,74.63
1381,74.66
6380,74.8
5226,74.82
1624,74.85
583,74.96
4268,74.97
4632,74.99
8348,74.99
8616,75.12
2905,75.15
1296,75.17
3461,75.22
8119,75.24
2160,75.25
2339,75.27
2436,75.27
4510,75.29
7071,75.3
7080,75.34
4893,75.35
7634,75.39
3171,75.4
7933,75.44
3807,75.51
3644,75.55
799,75.6
3503,75.6
1939,75.67
3680,75.67
9913,75.74
1474,75.74
7953,75.84
6949,76.02
4901,76.05
6518,76.07
2393,76.09
5968,76.14
5449,76.15
8371,76.2
2520,76.29
5294,76.3
890,76.32000000000001
5612,76.35
3029,76.42
9835,76.45
3736,76.57
7991,76.6
9451,76.88
9417,77.0
3548,77.04
681,77.04
2373,77.09
6135,77.2
7139,77.21
1678,77.21000000000001
9650,77.26
5221,77.31
1725,77.35
5272,77.35
7023,77.42
6071,77.44
4781,77.45
9463,77.46
2533,77.48
1765,77.49
809,77.56
3074,77.62
2582,77.65
8680,77.69
7281,77.72
4511,77.79
5323,77.9
3919,77.91
7164,78.06
1558,78.09
3634,78.11
6373,78.12
7573,78.15
6359,78.32
7291,78.4
1527,78.42
5196,78.43
1858,78.44
9594,78.53
1169,78.57
2092,78.58
8528,78.62
7636,78.64
4521,78.67
3595,78.69
614,78.71
4064,78.73
5691,78.75
4719,78.76
5616,78.79
2002,78.87
2568,78.89
6703,78.94
9089,78.95
6327,79.02
9687,79.05
7098,79.13
8011,79.14
7137,79.14
8938,79.16
520,79.19
9483,79.22
5451,79.22
7640,79.24
9474,79.26
9743,79.5
8261,79.53
217,79.79
5237,79.89
9940,79.92
2228,79.97
7210,79.99
5459,80.07
1985,80.14
3257,80.18
2419,80.18
8112,80.25
8035,80.31
5152,80.38
382,80.50999999999999
2023,80.65
3784,80.7
3848,80.76
402,80.77
6240,80.77
4847,80.78
463,80.97
9392,81.04
7361,81.05
3543,81.05
1609,81.05
1215,81.12
1625,81.14
855,81.26
975,81.26
5945,81.3
1777,81.5
9900,81.6
5064,81.6
630,81.67
5983,81.72
6858,81.75
6182,81.87
6762,81.87
1839,81.96
8200,81.99
1310,82.05
3275,82.07
1472,82.08
6779,82.12
3105,82.21
6756,82.22
1616,82.25
5548,82.41
6666,82.46
3700,82.5
5896,82.54
9302,82.6
3116,82.61
852,82.66
1734,82.74
4732,82.78
5959,82.8
8509,82.81
4717,82.81
7203,82.83
6704,82.85
315,82.88
7461,82.89
8281,83.01
7322,83.06
293,83.12
6306,83.13
680,83.18
7886,83.2
8958,83.22
3776,83.23
836,83.24
4551,83.25
2760,83.28
1870,83.28
6292,83.3
9249,83.37
3618,83.44
1463,83.45
3347,83.47
9875,83.62
4057,83.67
5209,83.67
28,83.68
7309,83.68
7682,83.72
5539,83.77
169,83.81
9116,83.89
2107,83.89
7548,83.9
2703,83.95
8160,83.99
3472,83.99000000000001
9621,84.06
7898,84.14
9771,84.2
9713,84.22
3706,84.33
5273,84.36
415,84.46
8870,84.46
5124,84.46000000000001
4000,84.47
3147,84.5
4148,84.5
9316,84.52
2923,84.61
9507,84.62
6242,84.67
679,84.7
5009,84.71
2271,84.78
2131,84.83
8644,84.86
2744,84.99
3148,85.0
3616,85.02000000000001
2674,85.03
8758,85.03
2680,85.05
8606,85.06
5439,85.09
8530,85.12
1040,85.12
1617,85.15
3585,85.17
3813,85.22
1341,85.55
9041,85.57
1992,85.58
2331,85.59
5948,85.73
8712,85.83
1793,85.83
9478,85.94
1321,85.95
7939,86.04
258,86.06
3188,86.08
1890,86.16
9761,86.17
1715,86.18
8295,86.21
1907,86.21
4918,86.27000000000001
5841,86.28
8610,86.29
7544,86.3
697,86.37
9588,86.38
5628,86.39
4042,86.48
4497,86.49
207,86.51
7029,86.58
9079,86.6
610,86.61
5013,86.63
3052,86.71
2511,86.78
2950,86.8
7942,86.91
8175,87.06
7673,87.12
3367,87.33
2663,87.39
4051,87.48
3828,87.55
74,87.63
6346,87.66
5967,87.7
4392,87.71
1795,87.83
6236,87.89
9351,87.95
9901,87.96
8999,87.97
6079,88.06
515,88.07
6238,88.15
1086,88.18
4033,88.2
8438,88.21
305,88.21000000000001
3213,88.23
2702,88.24
8357,88.25
8210,88.31
9384,88.32
3759,88.34
7082,88.36
2055,88.37
7680,88.41
5703,88.41
76,88.44
4282,88.44
1465,88.44
2326,88.56
1718,88.57
7519,88.58
1481,88.64
5113,88.65
281,88.65
2758,88.68
2768,88.68
7406,88.68
8246,88.74
2243,88.9
4875,89.0
7091,89.06
3797,89.08
3530,89.12
9350,89.3
6605,89.37
9646,89.45
9617,89.45
3049,89.53
9532,89.55
8460,89.6
7257,89.61
4020,89.69
1185,89.73
6055,89.77
6480,89.8
9763,89.83
5916,89.97
9572,89.97
3134,89.98
9735,89.99
587,90.01
8173,90.01
1154,90.06
6885,90.06
4927,90.1
1142,90.1
2354,90.12
9014,90.19
9721,90.24
535,90.45
7038,90.49
6573,90.5
4172,90.71
7980,90.75
6252,90.76
5446,90.84
6710,90.85
411,90.85
8088,90.9
7253,90.92
3623,90.95
6196,90.98
4120,91.15
4807,91.19999999999999
2101,91.22
2820,91.26
409,91.28
3010,91.3
2938,91.34
5218,91.39
708,91.41
9247,91.49
1945,91.51
9100,91.56
9434,91.64
4019,91.65
2997,91.66
2445,91.77
7601,91.78999999999999
4006,91.81
1452,91.83
6046,91.86
6149,91.93
7511,91.98
5198,92.03
1224,92.06
262,92.09
5131,92.09
5125,92.09
4921,92.17
2636,92.24
6721,92.28
2024,92.28999999999999
7730,92.3
5934,92.33
6013,92.36
9552,92.41
1517,92.52
3012,92.6
2429,92.72
3990,92.73
2296,92.73
2983,92.82
5837,92.98
8817,93.0
1357,93.02
6880,93.1
8253,93.14
9307,93.18
3942,93.2
239,93.21
9789,93.23
6671,93.24
9948,93.29
5773,93.29
6755,93.37
4958,93.41
253,93.54
4405,93.72
8001,93.73
357,93.78
7756,93.91
2887,93.92
3363,93.96
7343,94.01
4964,94.03
1565,94.09
5081,94.09
1302,94.17
4368,94.21
9585,94.21
484,94.26
7618,94.3
5919,94.33
5065,94.4
303,94.45
9515,94.58
1808,94.61
9144,94.73
6260,94.74
5696,94.8
2718,95.09
3665,95.15
6697,95.19
9644,95.22
2910,95.23
7955,95.23
9629,95.27
3031,95.38
2904,95.4
9027,95.41
1794,95.49
4703,95.52
7126,95.53
4723,95.62
1875,95.64
110,95.66
6261,95.69
338,95.69
4747,95.7
505,95.82
3686,95.89
7676,95.92
6567,95.92
6615,95.92
9722,96.0
1164,96.13
470,96.15
9193,96.16
1246,96.27
5258,96.28999999999999
8959,96.32000000000001
2065,96.4
8850,96.43
7514,96.62
4650,96.63
8289,96.63000000000001
947,96.7
4381,96.76
4170,96.77
1235,96.87
5526,97.0
1529,97.06
3097,97.13
3351,97.23
3713,97.26
3382,97.28
9242,97.28
2687,97.28
9215,97.28999999999999
6515,97.29
8070,97.41
4635,97.51
5632,97.58
8732,97.64
8412,97.82
7104,97.94
8178,97.95
298,97.99000000000001
6244,98.05
6566,98.05
879,98.07
4439,98.18
44,98.23
4276,98.34
8872,98.42
109,98.43
1500,98.51
9595,98.53
8523,98.61
4257,98.67000000000002
1705,98.7
3856,98.8
190,98.93
2262,98.96
3819,99.02
311,99.06
7334,99.07
6597,99.09
774,99.22999999999999
5564,99.26
3672,99.3
4464,99.38
6841,99.39
4858,99.4
7665,99.4
9806,99.44
7078,99.48
9379,99.52
1928,99.53
6039,99.53
4313,99.56
6565,99.56
1750,99.62
8662,99.65
7947,99.68
8893,99.8
1597,99.8
6867,99.81
1720,99.87
9922,99.91
3614,99.92
2238,99.98
9373,100.0
3228,100.08
3458,100.14
6492,100.15
3674,100.18
1865,100.18
7742,100.27
7780,100.29
3041,100.31
856,100.37
8970,100.39
905,100.42
2147,100.49
1218,100.51
6876,100.54
6911,100.64
6843,100.64
500,100.72
6712,100.77
440,100.85
9433,100.88
7141,100.95
3817,100.99
3287,101.06
7232,101.1
1130,101.17
1762,101.21
1897,101.26
3620,101.29
1309,101.3
5185,101.32
3294,101.33
4314,101.43
7356,101.44
8619,101.52
5255,101.53
7606,101.57
3455,101.57
4398,101.61
2767,101.63
2911,101.72
5863,101.82
1081,101.84
4829,101.88
9682,101.97
6868,101.99
8107,102.0
4942,102.19
2982,102.2
9686,102.21
6239,102.23
9119,102.25
7706,102.27
3798,102.36
7969,102.4
8826,102.45
3882,102.45
8184,102.46
7194,102.59
580,102.62
3069,102.68
2482,102.71
8212,102.72
2377,102.76
8396,102.81
1012,102.83
4018,102.85
6348,102.91
2868,102.95
125,103.2
1707,103.2
8048,103.29
1172,103.32
3554,103.46
2799,103.51
7327,103.52
2655,103.55
3740,103.63
9455,103.71
4879,103.79
9958,103.82
2083,103.83000000000001
8143,103.88
1163,103.89
3685,103.92
2141,103.96
3739,104.02
1912,104.09
2996,104.13
2804,104.18
694,104.27
5205,104.47
219,104.53
2623,104.53999999999999
9245,104.56
5505,104.59
3015,104.66
6435,104.67
9491,104.67
6986,104.7
6405,104.74
1090,104.8
1288,104.88
9171,104.95
5251,104.98
4262,104.98
5687,105.02
6021,105.02000000000001
3611,105.06
2550,105.08
5549,105.1
7711,105.21
3433,105.22
7072,105.52
4502,105.58
4288,105.6
4228,105.63
8716,105.68
