transaction_id,customer_id,purchase_amount,product_category,transaction_date
9af5a60a-243f-4d40-baf9-6835350f6650,5195,197.76,Sports,2023-10-10 13:29:05
d708fdef-fc31-4a95-a105-b2f80b71957e,5497,167.05,Home,2023-06-26 23:46:14
76bee458-c54e-497d-b619-a09543454ebc,6867,99.81,Sports,2023-04-18 01:27:57
b54aa7ba-7426-43b5-a7fc-db6f27c2c371,924,59.54,Kitchen,2023-05-28 03:42:07
d0548261-3b2e-4abf-a475-53d7cf8a1e6c,9637,114.93,Kitchen,2023-09-19 01:54:49
1ef5612d-03d2-4036-976e-47bacc0a02e2,225,37.41,Kitchen,2023-12-06 16:04:14
0ce7314d-7148-43f3-81aa-5b55278704f6,77,111.63,Electronics,2024-03-15 19:53:39
b180f0f0-1606-4594-ad0f-fde4db76792b,8343,33.76,Home,2023-09-15 18:05:18
7285fea2-ebc6-4637-9bb2-5cbd38b981f4,2197,108.89,Electronics,2023-08-12 14:01:02
6f13ce86-8789-425a-aed9-83dd5b319c44,9766,22.67,Kitchen,2023-07-16 00:16:49
b00487cd-3dfb-4d62-8646-88c3b4c2c3e1,6048,109.55,Sports,2023-11-16 01:49:16
4fae1f3d-c224-4783-9202-d2e199451565,4286,117.03,Kitchen,2023-06-21 23:06:50
e53bcaf0-813e-42d1-878a-954ef9afe45a,3959,47.44,Kitchen,2024-02-02 14:02:20
ecb786ec-be63-4cbc-9b5c-882a24b98c48,5483,161.85,Kitchen,2023-12-12 23:23:03
a11a7521-912e-419a-9e9f-5789c9ea3748,2944,73.16,Home,2023-09-14 04:06:17
aeb6b40e-74ac-4123-8942-9f6fdcd821b0,3255,66.39,Clothing,2023-10-19 15:25:46
46f580c8-4b0e-4d91-b9ae-904e0065829b,8095,25.8,Sports,2023-12-21 15:34:43
88b82811-c628-441e-8d18-52b4bc6ab61d,6146,132.14,Home,2023-04-24 04:13:20
128ded1c-6e14-4e99-91ca-6bb95931d591,1506,163.61,Books,2023-05-13 22:48:13
3e0f0755-38c6-42fc-9747-15642455589b,2803,145.14,Clothing,2023-04-15 18:03:40
c0cc225a-9f1b-4a9d-93ce-45ba903c2b56,5119,172.94,Outdoors,2023-12-25 19:14:30
2ca4570c-7af5-43a4-9022-746f3525d353,1534,139.06,Home,2023-05-31 08:04:58
ee9906ca-2730-4a75-8365-353dce00f15a,9201,136.43,Kitchen,2024-02-20 15:10:19
e2d3edd0-bb54-4d1c-920c-ca3ba4e77891,6118,20.95,Outdoors,2023-12-25 10:38:03
f8986a90-a70f-4b96-b5b2-81270332f74e,3843,13.3,Books,2024-03-08 20:07:31
9f083e54-b54c-4eb5-903a-29c8dc56d8de,8059,196.04,Books,2023-09-18 20:18:55
a0329f94-a964-4333-99df-40d82416a79d,6842,57.35,Electronics,2024-01-17 19:34:15
d374425a-188a-4a80-a741-4cfe4f168058,1161,110.91,Outdoors,2023-08-29 11:14:26
53992ab6-9be7-43f7-a280-ca045e0bb1e8,9849,106.71,Electronics,2023-12-03 18:32:00
9c1a2166-27f9-4ecb-98f3-beeb1aaf3195,5455,136.93,Sports,2023-03-31 23:30:42
05ef42e7-3386-4a6b-ab97-ed5e0cb96b8e,8414,17.85,Sports,2023-05-26 00:26:23
ffb37ad4-54f6-4366-8ed3-6eff1b44cef9,9031,77.01,Home,2024-03-18 12:04:31
785dce28-d86d-425e-b5cb-5de5c93d1b7a,650,167.21,Books,2023-11-05 19:14:17
ce83daef-0db9-452e-b22f-4bd22c99f6c3,2231,147.85,Home,2023-09-17 17:31:04
0dd5b611-cfbd-44d9-a168-27e9530ef4ef,3940,91.27,Electronics,2023-12-25 23:37:11
b497ed4b-dbed-4f80-bcf9-c78a057ca302,4220,14.33,Kitchen,2023-08-22 00:12:00
a980a3bf-3aea-432f-9cc2-32376b0b1d60,1382,164.47,Books,2024-01-20 08:25:15
c333c56b-9bdd-4f5b-8d3f-b8ae0f9f6d05,1209,133.23,Home,2023-06-19 00:21:51
5e052d1d-251d-47cd-8b56-f15808e8f907,8869,80.04,Kitchen,2023-07-17 21:15:56
d3db7cc1-e826-47e7-b092-0ecd637771d7,5310,187.01,Home,2023-09-07 17:46:55
d6e4d4e5-c5d9-446e-8732-747e2e8d0139,5100,17.96,Sports,2023-09-11 15:36:29
88407bc9-14c2-4a12-ae83-9d4334960f8e,8733,171.35,Home,2023-10-17 21:23:20
122a7137-2b30-49df-bad3-99ed807c7739,4173,99.16,Books,2023-11-13 07:10:39
9ca7cf8a-4253-47eb-8a59-3e4a75b9839b,7146,134.26,Sports,2024-03-13 10:36:09
02543a66-419f-465e-a171-58418ff03403,3009,73.93,Books,2023-12-12 17:31:27
1dec4699-cdc7-4580-83b5-fcefb8f44fb4,2615,10.03,Home,2023-07-05 20:15:18
7e5e7df2-ee70-40fe-a68d-4b7c4e4b1df2,9763,89.83,Home,2023-04-23 16:56:13
17c194f6-b523-4f07-8071-1810081183ff,1868,14.06,Outdoors,2023-04-29 21:55:46
5d6ab8e0-d635-4074-913a-8e9086e6ae4e,3674,81.26,Clothing,2024-01-22 00:50:05
0dcaeb27-6af0-43f8-b529-f58cbccdc80d,8425,159.28,Electronics,2023-06-21 23:24:20
a105729c-9c10-4ca8-a4fa-102ac11310cf,1248,145.94,Books,2023-08-03 10:39:54
de79ff1f-9c62-445b-a3d7-e654f57ac8eb,4673,158.54,Books,2023-12-16 05:14:02
ebfde24b-22fd-4528-99fb-d6ebdda3558d,4196,128.76,Electronics,2023-04-04 22:18:47
4b331a50-4a6c-4861-a548-a904d714b4bd,5407,18.6,Home,2024-01-01 18:25:53
34573977-caf9-459a-bd3b-b69c2980bf2d,6245,128.07,Sports,2024-02-28 06:26:08
d03dd91d-46bc-4f47-8a5f-efe7e2e9949f,1378,191.92,Clothing,2023-07-10 13:28:40
47c37964-99d6-4eb1-b3b6-e1a65031270e,4583,139.85,Books,2023-07-15 01:20:57
7bba87ac-16e7-4fc5-9715-82259b1d6526,9644,95.22,Kitchen,2023-04-24 04:08:39
2901529e-b6a3-4113-8d4e-7e831d2d34a6,5028,183.96,Outdoors,2023-04-26 02:45:52
ef0c7a6a-1da9-4ea7-8df3-53da489f2460,2103,42.69,Sports,2024-02-02 20:13:13
b26678fa-f2a3-4700-b5d9-c699ddc48939,7988,52.06,Kitchen,2023-12-31 22:32:54
84bccb75-6e82-43e3-900a-b95c66d28b78,7979,176.75,Electronics,2024-03-01 12:22:50
7dd310fc-cc4d-4d09-b571-69b326fdc867,8219,177.98,Kitchen,2023-05-29 15:27:33
a5dcc7a5-2292-416c-b0c1-dad2a6527ec9,2161,130.89,Outdoors,2023-07-24 12:19:30
cb89a9b5-0d65-40d3-a272-2cce88a72225,915,133.5,Outdoors,2023-04-15 03:10:43
2cbd088c-0a51-473f-8a51-87687038ec34,1819,196.0,Outdoors,2023-08-04 21:18:17
0784e922-fab3-4e74-a119-4968a681e319,4021,158.99,Books,2023-11-16 11:17:37
15efbd79-e9f6-4a0b-986b-1b23752fb027,4397,175.72,Outdoors,2023-04-26 23:59:09
cb797605-b133-48cf-8c84-6aae443e39e4,4280,119.62,Clothing,2023-05-01 00:33:30
cd3eb8b2-1ad8-4731-a3dc-0a2320524636,393,107.4,Clothing,2023-09-06 22:39:12
66cdd856-e080-46c2-84dd-9aeb8e2ee553,1865,100.18,Outdoors,2023-10-03 21:42:12
c53a80f9-d689-4bac-a162-37c36c438bee,6662,108.0,Clothing,2023-08-18 07:09:37
38664455-0c67-4c37-98cb-d3027858f5b4,9932,12.7,Kitchen,2023-06-12 20:09:13
bbbbdbb1-2026-4b2a-8f16-0b71920a02d2,1539,60.11,Sports,2023-11-22 22:00:57
7eb244fd-64dc-48c8-9659-d9dfe601b689,3423,52.58,Electronics,2023-08-09 17:22:02
80e9dc1e-f70a-40dd-bde7-563d0f28cecf,6261,95.69,Books,2023-08-12 04:49:28
5093669d-5306-46c8-85e7-dfab9679a2bd,4232,76.73,Kitchen,2023-03-31 22:12:29
c405bfd5-f33a-4fe3-bdac-3b6791bfd626,1162,43.81,Books,2024-01-06 22:43:20
00e3ca7e-e89a-48ba-9127-bd38ad5fa2ae,251,160.96,Kitchen,2023-08-01 22:53:03
ef74a8b5-8d10-4df5-9af1-3e7757b1e61c,9257,132.14,Electronics,2023-05-24 09:42:04
858f3bef-a0b4-4cf1-a1f8-6e063affe665,3978,173.2,Clothing,2024-02-17 21:39:02
681fbe44-2a72-4150-b28d-37a94b045b89,6017,122.09,Outdoors,2023-04-29 08:48:31
3a7e5524-2a52-4e7b-bf65-41424e8f198b,8470,53.73,Home,2024-03-16 14:23:37
72c403d2-e9c6-4abb-af9e-4f530f60fdf2,5649,55.88,Kitchen,2023-09-17 01:00:10
e63f3ed1-d89b-473e-8f7f-7cf25c56d672,5979,177.8,Clothing,2023-07-26 04:43:20
30c64090-5869-4855-90e6-31b7d1039e51,3525,111.28,Kitchen,2023-10-19 05:41:13
aa676053-5124-41c5-b5cd-85387e7399ac,6861,42.59,Electronics,2024-01-16 03:12:52
6f80d598-a128-4a9a-8e23-e32fe09d1312,1480,192.83,Kitchen,2023-12-30 10:40:59
273e5861-d889-4f20-9046-b23870e79e66,5088,127.6,Outdoors,2023-07-09 01:45:34
f51e24b1-28b5-40ab-9114-aa2e8740fce1,5118,38.85,Outdoors,2023-07-10 00:34:43
9783dd8d-0538-4fbe-9960-82c2404c2416,3264,181.0,Outdoors,2023-11-21 20:27:04
bf156d2c-6e5d-47a1-86d0-101546e4ae1d,9856,88.97,Books,2024-02-06 13:36:02
b9c499d7-0cf3-4297-a04d-518fa428eddc,2283,103.25,Kitchen,2023-07-01 17:55:10
57575c34-7d36-4a87-8d89-abc072c2d53b,512,86.99,Electronics,2023-12-31 00:27:42
225bad25-eb42-4f51-846d-550ed8df8e01,5083,24.12,Kitchen,2023-09-23 11:25:04
8e924810-6220-4c2c-aae9-5bbbc465356c,3093,198.57,Sports,2023-11-05 22:01:46
31dbea04-c493-4088-9e83-aab852120662,7734,199.28,Clothing,2023-07-30 04:13:16
445c693b-aff3-4a0e-a8dc-f49d7c68fefb,1639,167.03,Sports,2024-02-02 12:42:04
9bea6cf6-1be6-4fb8-9caa-90bc93f2be69,3267,36.28,Sports,2023-07-01 13:33:59
2dcad57f-0bed-4855-8854-5829553095af,6172,39.48,Home,2023-07-14 08:02:06
c024e8d3-f2b2-4c79-b5d9-6b9edfb68a10,9929,44.71,Home,2023-10-17 03:55:55
02059eb8-ca9e-438c-a2e7-a38c7b920c27,8133,63.72,Electronics,2023-05-28 06:52:50
50c07cc8-06f7-4ba2-a824-8c6019770c00,3586,123.8,Home,2023-12-18 17:04:09
2b858d71-2679-4189-889f-73a094dc908c,9828,68.69,Kitchen,2023-09-06 01:28:19
ae0eeb82-772e-4ba0-9c59-63c2ce9b26e3,9687,79.05,Home,2023-11-24 00:27:46
4360e681-4a0c-4b46-b26d-cd2317890b0f,6349,167.36,Clothing,2023-04-12 17:20:27
df84bb3e-7a2a-40c8-b6e5-ad8ea5647993,2586,176.57,Kitchen,2023-11-15 16:36:43
6b1af0e6-dc57-488f-9bf3-b97ad4946cde,4791,55.01,Home,2023-04-27 14:33:41
668e7a15-47d2-4a2c-b39b-0c823b165b61,9433,100.88,Kitchen,2023-11-24 22:07:27
e874588e-3eef-49f0-8e21-59934e5bb8f2,1444,180.36,Outdoors,2023-05-07 10:19:26
33b67865-21b4-42e3-a60a-077962d9d707,3266,34.51,Electronics,2024-03-16 01:02:17
2931d1cf-7718-4e5c-89c8-fb81e30262f0,8229,57.1,Home,2023-05-22 09:50:49
61942328-cb26-4cba-8c8b-e80b6e020307,4652,197.81,Books,2023-06-14 17:51:44
a0dc9b9f-63e5-433b-bea9-da0d3cb47208,4020,89.69,Home,2023-12-02 17:06:45
72b86b32-5612-4d46-b8e0-f5ab7f15ce63,9744,104.78,Sports,2024-02-03 16:50:09
4365ac33-1f26-40bc-ae2b-cb3500cf55c9,2738,147.54,Sports,2024-02-21 12:29:01
e6f04197-94df-4485-a4ed-7664d319dc66,9363,17.9,Electronics,2023-10-27 08:54:53
d5073aa5-53c7-4045-b616-52de51f5ab78,7116,16.5,Clothing,2023-08-04 02:10:14
a3633fc2-9f24-4751-a9b1-4e40829cba77,7388,139.68,Electronics,2023-04-25 17:58:44
72338a8b-0181-4c67-bf4e-d61333b5e17e,488,165.17,Kitchen,2023-11-20 12:02:04
eccea941-f426-40ab-93f4-6f9a13ef308d,9941,41.92,Books,2023-06-14 20:23:55
7be0e11e-e37c-4e33-8423-0c852033f995,6579,161.61,Sports,2023-09-25 00:23:28
704e881e-7ff4-4996-941e-18492115874d,7198,161.81,Electronics,2024-03-06 10:34:18
c78a2dc6-dbfc-468b-a40b-9c6343f081ca,4096,31.26,Sports,2023-11-11 13:41:18
55b260bd-4b3b-4dc6-8f3b-9796d7b70749,389,103.48,Electronics,2023-11-13 06:11:51
b7163856-fb6c-4d0c-bcd6-a42de760f4e8,9255,29.67,Sports,2023-12-23 15:33:34
40108194-bf0e-457e-9061-1ce15ff761cf,4377,153.42,Books,2023-11-29 05:40:33
b20977e5-d1fc-4343-b65a-b50e6971e0ef,6195,41.55,Clothing,2023-09-23 09:14:38
ea9c788f-a5a8-4970-9bcc-5829daac8cfc,9796,197.9,Clothing,2023-07-26 09:30:00
d2f1c4d3-c7ae-47e8-99f9-7d7576a9db39,9228,145.34,Books,2024-01-28 00:09:20
6e93f699-8018-4752-9c6e-8f2e990e7cad,8506,60.64,Electronics,2024-01-18 05:09:13
217f57be-494a-4852-8881-c74f0d0b1061,8778,106.68,Clothing,2023-09-10 20:51:53
18079c26-7d3a-4e3c-bb9e-b47db00f6de2,9927,137.67,Kitchen,2023-10-28 18:37:19
c288a1d4-a9ee-4cec-a863-7d7027fa2239,9448,94.64,Books,2023-08-13 10:45:17
da2793e9-12a6-403e-a6f3-94cb3d0388ae,3160,87.43,Books,2023-05-07 20:43:25
281333c0-aca2-4a6e-9d9c-136f369ee089,5590,76.04,Home,2023-10-27 22:35:39
2e8ea5e3-7d92-4638-8ee7-ede2a2208093,1331,192.74,Clothing,2023-07-05 03:45:55
8e8f4622-0158-4f3a-9cef-cda38773a419,6816,168.81,Electronics,2023-08-28 10:22:59
15cf5f33-01bc-4494-9c1d-2ef7e7d12f8d,488,119.22,Electronics,2023-09-09 20:51:01
22d9bb4e-ca59-499c-b752-3192d78f0a18,4240,132.17,Kitchen,2024-01-23 01:58:06
40085292-2c44-40e3-8b09-86fc771b57d9,6320,57.78,Outdoors,2023-08-26 09:17:22
d0ec8495-5529-471a-ac19-77367fda743f,5907,177.62,Home,2024-03-15 20:54:56
a9c10265-0752-4025-8323-b7b272e6edee,8139,65.14,Books,2024-03-18 15:56:50
f2b0adc0-8772-4253-8629-ab2d7c603171,3891,79.28,Kitchen,2023-08-21 05:06:47
e40b5e75-8a73-4f92-bc7b-9815333b3932,1204,151.53,Books,2023-09-17 00:35:16
c1cf8682-d048-4241-8ceb-f5299cae9e44,9829,74.75,Clothing,2023-12-28 22:22:19
f0fdf405-9cfd-48e6-8ef7-d738aff33eac,6399,152.0,Books,2023-03-25 22:14:51
ac94ba69-a90f-4a72-b067-476045f57456,5988,15.98,Books,2023-05-22 20:15:38
2728ccf7-b91a-45c9-b65b-ce6ccaa219e7,6408,199.57,Electronics,2024-01-18 19:04:32
6e6d0d54-90b2-48fa-a2c0-1ed41d954afe,6049,45.3,Sports,2023-06-22 02:29:49
0c5795aa-81f6-4b57-a6b6-e2646a99eb30,7408,130.86,Electronics,2024-01-22 22:40:29
997f9a6f-84e0-4528-94a9-c694dc6f050a,6839,136.95,Sports,2023-11-09 23:47:33
83f03c37-432f-412a-809b-8313dd5cd4ab,9839,23.09,Books,2024-02-04 22:05:47
d3800679-fc85-42e3-9e53-878bbeddd9c6,7366,134.67,Outdoors,2023-11-26 15:58:03
cf6dc180-ab16-450c-97bd-b9caf852b5d2,2101,16.99,Home,2023-08-28 03:23:43
68a9663a-6697-4bfa-8433-0f70a072f997,9269,59.53,Home,2024-02-05 03:21:28
48a4313e-06b0-43fd-9192-fc44b189a6df,9756,42.95,Home,2023-04-15 13:18:50
c23863ce-2b8b-4fca-b56b-7572a99cc0f9,8505,20.56,Kitchen,2024-02-02 18:47:06
22add321-f3c3-4842-82bc-a3c26f0885e7,9111,65.08,Outdoors,2024-03-18 14:25:50
99212f2c-bc5e-49e8-8ab4-26541d261c4b,2884,39.24,Clothing,2023-04-17 11:16:37
6fed2f6b-22d4-4722-9efb-383cd08c9a6e,5539,83.77,Home,2023-07-26 19:09:39
0056c882-a9af-470d-bc2e-b3160686d937,5002,199.49,Home,2023-11-14 13:48:32
e52bccc8-a7e5-43a1-ae4e-96a75f764f60,9347,158.79,Books,2023-07-10 01:37:09
834b9f85-a0ad-4113-a486-a81ea1568692,564,182.47,Electronics,2023-10-28 12:26:07
762120e4-5867-40f1-ba6f-0b1116b45624,3892,158.32,Books,2023-09-05 09:05:28
0e8a7b9d-d600-44a1-8657-cac0525e770a,6829,14.04,Outdoors,2023-03-30 04:31:07
92259156-3850-4e3b-8e4c-720ece951e0d,7211,50.73,Electronics,2023-04-09 22:59:17
e66f37bf-4e2d-43b7-b147-bcc8d685f04d,6403,43.69,Books,2023-05-21 17:16:47
54efc1af-6417-4f3f-986b-2296e83455b0,5426,108.37,Kitchen,2023-05-05 13:40:35
d24207d5-fac4-417a-844f-c8eafcaba98c,5223,51.57,Home,2023-08-14 05:41:31
b6fa023f-d329-48c1-968c-3d1577545c7b,132,49.06,Electronics,2023-11-16 08:23:03
0d1e979a-3755-4513-ad21-e314bd996cbe,7107,23.11,Books,2024-02-27 16:53:00
91fae880-051f-4e56-b919-687656e549d4,651,167.25,Electronics,2024-02-12 05:47:35
fdcd7772-6512-40f5-ba4b-55ffc8b63511,7755,155.93,Electronics,2023-10-15 23:40:21
9cec8190-230a-409a-aa3b-b29ab1f63b03,293,83.12,Outdoors,2023-09-11 14:01:20
ad57f7a5-bbc8-41af-ad55-c90222ad31d0,1364,123.92,Electronics,2023-09-08 18:15:14
09739446-9cc6-4603-8159-bab53c3f3e30,5030,76.54,Clothing,2024-03-01 09:08:40
3172d171-f26a-43ea-8b89-8d37c26dba02,4336,169.74,Electronics,2023-03-27 23:24:51
93599102-427a-4908-aea9-6d804913b1fd,7118,125.55,Clothing,2023-05-19 02:49:05
78589cee-b275-42a8-8ee2-800c9c18c353,577,49.21,Sports,2023-08-01 02:52:59
6c2ed40c-98e3-4211-b659-577036ed00e1,3683,12.27,Outdoors,2024-01-06 11:38:40
6f6039b8-648e-43b7-aa31-e5a56803318f,678,102.85,Sports,2023-03-29 23:33:32
fca3ad08-355a-4759-8e16-29920ad61e5f,5847,32.83,Electronics,2023-05-09 21:12:47
2a7b9392-3377-4ac2-9690-6d2ce0d98d0d,5328,180.65,Sports,2023-05-09 06:34:13
e0360fb7-1867-455a-99cd-6d1ee486039b,5239,38.87,Books,2023-08-27 22:23:29
7e6b92f9-69cf-488f-b986-c7c2d0e701c2,3785,59.13,Clothing,2024-02-07 19:07:07
806d4889-6921-4914-988e-db0b9a20a6a4,807,189.43,Kitchen,2023-11-23 20:26:31
5364f172-54b1-4017-a4d1-efbf6389f259,2450,188.64,Home,2024-01-31 02:07:54
61aa83c1-e2b1-4958-9c1b-34517e04f1ef,2385,181.91,Home,2023-06-11 18:55:40
4aa22cf9-fb11-4293-8cce-e6740d1cec88,8325,115.35,Home,2023-11-28 06:12:12
6394728b-07f5-4276-853c-f2c45e1d0328,598,156.76,Home,2024-03-18 06:46:50
9d9059c1-dc4e-4e0a-8ebc-24f1290e73a6,9319,69.9,Electronics,2023-05-08 19:04:58
7018a285-c978-4f8e-9008-70266ffe2786,9571,26.24,Books,2023-05-13 10:07:45
fa915208-2c3c-4da3-b665-752f0e74dd54,2850,55.26,Clothing,2023-12-12 11:55:19
3c25f260-8519-4d82-b0dc-2966e2fc7896,8111,108.18,Books,2023-04-12 17:45:20
84c69189-461a-4fa4-a42c-c249bd2086ee,6774,197.67,Clothing,2023-07-25 02:31:47
7df7a096-5393-4385-9187-f74db4517be7,8308,170.7,Sports,2023-10-22 07:45:12
030e6095-3b66-437e-a7fb-78e0564e6d13,3243,32.0,Sports,2023-05-30 16:57:17
f253ac83-a83c-468a-9bc2-f240b6246d03,4797,74.83,Kitchen,2023-12-01 18:50:57
f5faf32e-45e1-4486-859b-482d9ca238a4,4227,105.33,Clothing,2024-02-05 21:06:22
c2bcf6eb-033a-4e3a-b84d-165ccbcedd17,1293,23.38,Electronics,2023-10-24 03:10:15
cf95faf6-634b-48b8-a773-70406dd6bad6,4462,171.17,Clothing,2023-05-05 14:32:51
50b16f2c-786e-47a1-9f5e-bc79216be456,5205,104.47,Clothing,2024-01-31 05:44:20
2ffb341e-8d65-490e-aa1b-4f48512ced82,5831,33.69,Outdoors,2023-08-26 11:20:59
eec84e23-94ad-4f05-8c16-b1de0c7ba8ec,1692,18.99,Sports,2023-09-21 08:04:31
05c1b6c6-dc6a-4bb2-b806-5638299a61d0,3137,122.8,Electronics,2023-04-05 21:09:58
8a326c44-8d0f-4f0f-821f-13ee1d2575d9,6065,50.42,Kitchen,2023-03-20 00:27:57
75670ca7-3b17-4d40-9dfa-12c303b86117,8650,74.13,Kitchen,2023-12-09 20:26:14
41439b29-ec1d-4c98-9afd-f9f7c2d69a80,7627,167.42,Books,2023-06-08 20:50:50
b49b733c-18f6-4189-a645-7f72d20650e8,8087,24.57,Outdoors,2023-07-24 10:25:31
675e4879-4b70-4815-8a69-19ee788fc1dd,842,28.53,Books,2023-07-06 20:54:43
bf33a638-83d0-4dec-85d0-02f477a1ee4c,8908,103.44,Outdoors,2023-04-22 05:43:26
4c16748a-0fe4-4dd7-be18-b89587a35441,1802,28.38,Outdoors,2023-07-14 05:36:37
58a442a9-89e8-44ef-a664-148670138eec,6249,40.83,Sports,2023-12-16 07:15:01
fdc80ef3-0721-4372-b3d1-0989470f5eb6,6011,53.54,Electronics,2023-05-06 00:15:53
e31c4464-2085-482c-b69b-6416f39eea22,7055,146.85,Kitchen,2024-02-01 14:57:17
0d00e2da-ce1a-4c1c-957d-d747c9444ff8,3859,13.91,Home,2023-12-10 22:08:40
70d5a394-f7d2-499d-801b-ae9b9dd7486e,5559,78.26,Clothing,2023-10-28 04:30:30
5de0ee98-557f-4025-968c-c18c1573eee5,9374,132.5,Kitchen,2023-09-10 14:12:39
95afa6f9-cbe7-4de6-b532-c57965d0b54c,5414,52.88,Sports,2023-06-25 06:36:18
0e06a6fb-d5f5-4abf-8a5e-2be1a5a66f60,4261,192.73,Clothing,2023-04-22 11:57:15
a9c601d5-07aa-4bbd-a710-ff86fe3251ba,1438,102.53,Electronics,2023-07-21 12:35:45
a5bf1e29-2c8f-4a63-9dfc-043d76679379,6330,179.54,Electronics,2023-09-29 02:43:49
c7e799df-86ee-4a4b-bc4b-8f3a23a0c4e8,2638,116.46,Kitchen,2023-05-09 03:16:52
a91b0936-3009-437a-ad1d-aa9bf1cc7eb0,4298,31.76,Sports,2023-05-16 12:52:45
a2c0c3f8-663c-45dc-ad52-21fe681439e9,6671,93.24,Sports,2023-05-25 20:38:15
131113aa-0189-4676-91a1-f7c5e0413242,5946,68.11,Outdoors,2023-07-02 14:53:59
eb3eba85-0cf9-4e4d-bff8-abe168cbd121,4425,88.88,Books,2023-12-04 16:05:45
f64b8d64-f474-471b-9503-55635a3b8170,511,41.76,Clothing,2023-05-21 10:35:30
a9e06c8e-d9b4-42f0-b967-6567578ff5f8,4444,167.34,Home,2023-05-03 05:47:32
b25aa850-771a-48e9-b8fd-8902e396ea14,1755,183.99,Sports,2023-11-28 02:42:40
5b96f785-4d7c-4302-83aa-7dfd66f12447,8033,133.02,Home,2024-01-14 04:14:01
a1364efc-427d-4728-9f18-b1672dbbc29d,5759,159.37,Sports,2023-04-12 13:56:58
9b4ace19-0d47-43a2-a324-bc78307506d7,8399,40.3,Outdoors,2023-03-29 13:13:50
0dfdd871-5f6b-4f03-b22b-56778f0dcc2b,7591,167.06,Electronics,2024-03-15 22:06:54
c066093b-6530-4357-996a-8d1286512893,8101,149.77,Sports,2023-08-30 02:18:09
34eeae3c-d345-4fe5-bbfd-de4255697dcf,4739,136.44,Clothing,2023-04-14 13:23:13
5fd28f31-818c-4ad3-b48a-cb8e947277b3,9787,74.6,Sports,2023-11-27 12:25:06
8a93db29-e8ac-40a8-acc6-845d62154709,6696,156.52,Books,2023-10-21 12:52:54
ab655617-b1b7-48e7-96d7-a071d66ddd46,5498,147.5,Electronics,2024-02-04 17:02:16
40067f2c-3e28-472d-b567-588b614b0162,7039,24.93,Kitchen,2024-02-21 12:40:49
085d5ef2-f0dd-4fa2-bed2-a2b491b6c279,1208,159.62,Sports,2023-11-09 05:36:23
fe74288a-5f66-4357-9c53-2f9691d57932,6453,117.73,Sports,2023-05-10 09:56:50
745d71a1-4d5e-4704-9d30-d69e2bb4349c,9378,177.85,Electronics,2024-03-03 09:35:03
cf93b294-72f1-4d3d-aefb-d4dbda8b3974,9477,185.26,Kitchen,2024-03-01 22:52:27
